Name,Price,Discount,Worthy,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
Colonial Conquest [Download],6.66,3.33,0,3.0,3,1,0,0,0,1,59,4,0,28,7,2015,4,3,0,1,0,"Return to the era of Golden Warfare and rule one of handful of powers which had been shaping the face of our present world.
Sail, ride and march across the globe as your nation flexes its military and economic muscles.
Supplement brawn with subterfuge and use cloak and dagger tactics such as subversion and espionage, compete with the European hegemons in their final golden days before they engulfed the world in the flames of the first global war.
Play as one of the then two raising behemoths: the United States of America or Imperial Japan; or as one of the main European power to roll them back within their boundaries.
Play against the AI or other human claimants to the mastery of our planet.",5,124
The Sims 4 - Country Kitchen - PC [Online Game Code],5.0,0.0,1,4.7,116,93,12,5,2,2,0,1,2,4,3,2021,5,0,0,1,0,"Cook in comfort - Build the kitchen of your Sim’s dreams with a completely new set of counters, islands, cabinets, and mix-and-match pieces.
Make it homey - The kitchen is the heart of the home for a reason! Every object works together to foster a warm atmosphere with vintage furniture, decor, and materials.",2,53
The Crew - PC,22.5,0.0,1,4.0,104,63,6,20,6,8,1,14,0,0,0,0,14,0,2,1,0,"NEVER DRIVE ALONE: Jump in and out seamlessly and build your crew of four through bonding or intense rivalry
A PLAYGROUND OF UNPRECEDENTED SCOPE AND VARIETY: The entire United States is your driving playground --all the roads coast-to-coast and everything in between
PREPARE FOR THE NEXT JOB: An extensive tuning system combining depth and simplicity allows you customize your licensed cars according to your style and driving preferences",3,68
Super Street: The Game PC DVD,20.7,0.0,0,3.9,36,18,6,4,5,1,112,14,0,26,10,2018,0,0,0,1,0,"Play together either online (8p) or through splitscreen (2p).
Over 500 authentic, licensed car parts to build your car with.
8 'base models' to build super cars with.
5 bonus supercars
5 free-roaming environments: suburbs, forest, downtown, desert, harbor.
Super realistic and extreme car damage.
12 Influencer-powered events to complete in.",7,51
Diablo II,89.99,0.0,1,4.1,237,151,30,14,14,28,23,1,0,0,0,0,17,0,5,1,0,"Single Player System Requirements:
Pentium 233 or equivalent
32 MB ram; 600 MB available hard drive space",3,17
Clue: Murder at Boddy Mansion (Jewel Case) - PC,24.81,0.0,0,3.7,17,9,2,0,3,2,4,13,0,0,0,0,3,7,1,1,0,"3-D board game based on popular family game
Same colorful characters and setting
Adjustable challenge levels
Play with or without computerized dice
For 1 to 6 players",5,27
[PS4 / PS3 / PC compatible] Fighting commander,70.76,9.24,1,4.5,607,443,84,42,18,24,112,1,0,0,0,0,0,0,0,4,0,"Compatible with US systems (region free)
Manual and packaging in Japanese language",2,12
Bricks Of Egypt - PC,6.98,0.0,0,3.6,25,11,2,4,3,3,42,8,0,0,0,0,3,1,3,1,0,5 Time-based challenges that help you improve your darts skills,1,10
Blazing Angels: Squadrons of WWII - PC,34.97,0.0,0,3.9,55,26,9,9,4,4,1,14,0,0,0,0,2,0,1,1,0,"Fight WWII's most epic air battles - From the Western Europe to the Pacific to North Africa
Innovative squadron-based gameplay - AI controlled wingmen will obey commands and improve with experience in 20 single-player missions
Command 42 authentic WWII aircraft - The P-51 Mustang, B-17 Flying Fortress, British Spitfire, even the Luftwaffe's Messerschmitt & Japanese Zero
Engage in head-to-head dogfights or cooperative team play, with up to 16 players online
Authentic WWII atmosphere - Spectacular movie-like graphics with realistic imagery including accurate-looking planes and terrain",5,85
Ghost Pirate of Vooju Island - PC,6.99,0.0,0,3.9,17,9,2,0,2,2,20,2,0,0,0,0,8,10,2,1,0,"Help the heroic trio regain their real human form, and thwart the dark machinations of the Vooju priestess and her pirate allies
Tickle your funny bone in this lovingly hand-painted game world, with a story penned by Bill Tiller
Combine the abilities of the three playable main characters, and outsmart the pirates
Play as a ghost and human, and use Vooju magic to solve mysterious puzzles
Meet a wide cast of creepy and hilarious characters",5,75
Swashbucklers - PC,19.69,0.0,0,2.3,6,0,1,1,2,1,4,4,0,0,0,0,2,6,1,1,0,"Guide Abraham Grey from captain of a private vessel into the world blockade-running, military espionage -- and ultimately to command of the ironclad that might win the South's independence
Sail from the Southern US and Florida to Jamaica and the North Caribbean, as you trade and smuggle goods between 19 different ports
Thrilling atmosphere of political intrigues and military espionage in the last days of Caribbean piracy
Freeplay game structure in a huge world of North Caribbean and Mexican Gulf
Fight exciting high seas battles, fast-paced third-person swordfights and multiple skirmishes",5,91
Pac-Port [Download],1.0,0.0,0,3.7,6,3,0,0,0,1,112,8,0,30,8,2013,1,1,0,1,0,"Retro Gaming Experience
Co-Player Feature
Classics combined
Sci-Fi theme",4,9
House of 1000 Doors: Family Secrets [Download],6.99,0.0,0,3.7,31,10,8,6,2,3,16,6,0,15,3,2017,6,1,0,1,0,"70 locations
20 mini-games
12 HOG scenes
12 CGI cutscenes
9 characters",5,12
Sesame Street: Elmo's A-to-Zoo Adventure - PC,8.69,0.0,1,4.2,30,20,2,2,2,2,21,11,0,0,0,0,1,1,2,1,0,"Teachers letters through engaging mini-games
Easy to follow audio-visual directions that preschoolers can master on their own
Use the second Wii Remote to drop-in and assist your child when needed
Game difficulty adapts to your child's level
Wii and Nintendo DS versions include Gameplay Helpers to simplify gameplay for your preschooler",5,51
The Sims 4 Blooming Rooms Kit Blooming Rooms - PC [Online Game Code],4.99,0.0,1,4.7,21,17,2,0,1,0,0,2,2,9,11,2021,5,0,0,1,0,"Bring the outdoors inside with lush greenery that breathes new life into any space.
Shelving, tables, and even light fixtures become living decor with the addition of enchanting foliage.",2,29
Sid Meier's Civilization V: Gods and Kings - PC,14.64,5.35,1,4.1,253,161,20,32,7,27,6,1,1,0,0,0,1,1,2,1,0,"Expanded Epic Game: The core game experience has been greatly expanded with the addition of new technologies, 27 new units, 13 new buildings, and 9 new Wonders.
Religion: A righteous people will seek out Faith to found a Pantheon of the Gods. As your Faith becomes stronger, you can cultivate Great Prophets who build on these simple beliefs to create a religion that you can customize and enhance as desired
Enhanced Diplomacy and Espionage: Establish embassies at foreign courts for closer ties (or clandestine operations).
Naval Combat: Your navy is now split into two different ship types, melee and ranged. This means that no coastal city should be considered safe, and can now fall to a surprise naval attack.
World Domination: The fight for world domination is now more dynamic than ever before. The Gods and Kings expansion features a reworked combat system and AI that puts more emphasis on a balanced army composition.",5,154
Devil May Cry 3: Dante's Awakening Special Edition - PC,20.99,0.0,1,4.4,20,14,2,0,0,2,1,2,0,0,0,0,2,0,1,1,0,"1.86 GHz Intel Pentium M Processor 750
533MHz Front Side Bus
14.1 WXGA LCD monitor with XBRITE-ECO technology
Native Resolution - 1200 x 800
100GB 5400rpm Serial ATA(TM) Hard Drive",5,30
Haunted Manor 1: Lord of Mirrors and Haunted Manor 2: Queen of Death 2 Pack - PC,7.0,0.0,1,4.1,33,19,2,7,0,2,2,5,0,0,0,0,1,1,1,1,0,0,0,0
Baldur's Gate 2: Ultimate Collection (Shadows of Amn and Throne of Bhaal) - PC,14.99,0.0,1,4.2,252,156,42,15,15,22,112,1,8,12,8,2003,3,1,0,1,0,"Explore unseen lands as you take part in an epic conflict that will define your future, and create your legend
Play the full version of Baldur's Gate II - Shadows of Amn, you will face deadly foes armed with your wits, skills and magic -- collect allies and form a party that takes you into the hostile land of Amn for treasure and glory
Also features real-time gameplay and the ability to pause at any time -- plus all-new multiplayer games for up to 6 players
In Baldur's Gate II - Throne of Bhaal, you'll uncover the mysteries of Watcher's Keep, explore new dungeons, and use the all-new character called the Wild Mage",4,113
Theatre of War 2: Kursk 1943 [Download],8.99,0.0,0,1.0,1,0,0,0,0,1,60,4,0,9,3,2010,1,1,0,1,0,"Take control over the mighty Soviet or German battle group in one of the battles which changed the history of the world.
Simulation-level visibility, ballistics and armor penetration systems. All vital vehicle systems and crew members are individually modeled.
Two historical campaigns (up to 18 missions total) and an unlimited number of customizable engagements waiting to be created with a few mouse clicks using the built-in Mission Generator.
Sophisticated AI for both enemy and your own units. Over 60 Soviet, German and lend-leased US and British player-controllable units (not counting various infantry squads).
Unsurpassed management of battle personnel. You can choose, assign, promote and award up to several thousand people with various characteristics. You can even rename units for easier recognition in the heat of battle.",5,126
Chronicles of Mystery: The Tree of Life - PC,8.99,0.0,0,3.9,16,9,1,1,1,1,57,2,0,0,0,0,1,1,2,1,0,"Engaging third-person, point-and-click action for your PC.
Exciting plot full of secrets from the past.
Challenging puzzles requiring wits and logical thinking.
Detailed, eye-catching locations, such as Venice, Cairo and Gibraltar.
A multitude of intriguing characters to interact with.",5,39
Perfect Pool 3D [Download],6.99,0.0,0,3.8,15,7,2,2,0,2,102,9,0,1,6,2006,0,0,0,1,0,"3 difficulty modes
Easy-to-use cue contro
Realistic 3D graphics
Play against the computer or a friend
Supports network play",5,19
Dig Dug Deeper - PC,1.95,0.0,1,4.1,4,2,0,1,0,0,94,4,0,0,0,0,17,0,3,1,0,"As Dig Dug, you'll dig holes to avoid buried treasure as you use your drill to build tunnels
Menacing monsters are all around, and you must use your drill like a harpoon to stop them
Find the great power-ups and bonuses as you dig
The perfect mix of old-school arcade game and modern graphics!",4,54
Grand Theft Auto V: Premium Edition & Whale Shark Card Bundle - PC [Online Game Code],60.27,0.0,1,5.0,3,3,0,0,0,0,30,1,1,21,1,2021,5,0,0,1,0,"GRAND THEFT AUTO V When a young street hustler, a retired bank robber and a terrifying psychopath land themselves in trouble, they must pull off a series of dangerous heists to survive in a city in which they can trust nobody, least of all each other.
GRAND THEFT AUTO ONLINE Discover an ever-evolving world of choices and ways to play as you climb the criminal ranks of Los Santos and Blaine County in the ultimate shared Online experience.
THE CRIMINAL ENTERPRISE STARTER PACK The Criminal Enterprise Starter Pack is the fastest way for new GTA Online players to jumpstart their criminal empires with the most exciting and popular content plus $1,000,000 bonus cash to spend in GTA Online - all content valued at over GTA$10,000,000 if purchased separately.",3,128
The Sims 4 - Perfect Patio Stuff [Online Game Code],9.99,0.0,1,4.7,490,406,44,24,4,9,0,7,0,16,6,2015,17,5,0,1,0,0,0,0
Totally Spies! Totally Party! [Old Version],11.99,0.0,1,4.7,3,1,1,0,0,0,8,13,5,0,0,0,2,0,2,1,0,"Play as your favorite character from the series, Clover, Alex, or Sam.
Multiplayer mode allows game play with up to three spies at once.
Play through 10 game boards and outsmart a different villain on each level.
Earn points to enter the showroom and take part in a fashion show, more than 75 outfits available to style your favorite spies.
35 action, puzzle and matching games inspired by the hit television series.",5,72
Championship Chess,15.99,0.0,0,2.7,3,0,1,0,0,0,15,13,0,0,0,0,7,0,1,1,0,"Classic game of strategy and wits with a host of great features for players of all skill levels!
Switch between 2D and 3D modes to visualize your attack. See a list of all possible moves and keep a record of your choices.
Pick your difficulty level and type of opponent, computer or human. Animation, Thinking and Play options
Custom board setup. 6 time control modes.
Windows XP, Vista, Win 7, Win 8 compatible",5,73
Barrow Hill: Curse of the Ancient Circle - PC,12.99,0.0,0,3.8,58,24,16,5,5,5,79,2,0,0,0,0,3,1,3,1,0,"First person non-linear point-and-click adventure
Solve puzzles using real archaeological techniques
Spellbinding storyline
Intricately detailed graphics
Haunting soundtrack",5,18
SNAP! 400 Word Searches (Jewel Case) - PC,9.01,0.0,0,3.7,6,3,0,1,0,1,112,13,0,0,0,0,3,4,1,1,0,"Challenging CD-ROM collection of over 400 classic word-search puzzles
Combines trivia and timed play for hours of enjoyment
Subjects range from famous spouses to foreign currencies
Scan letter grid up, down, and diagonally to find answers to printed clues
Have fun creating customized puzzles",5,44
Nightfall Mysteries: Asylum Conspiracy [Download],6.89,0.0,0,3.4,18,7,1,4,2,2,7,6,0,14,8,2014,1,5,0,1,0,"Enthralling storyline full of deep and engaging characters
Over 7 hours of game play
Collectible audio tapes that reveal secrets of the Asylums past
Over 120 screens to explore
15 unique puzzles",5,32
Crusader Kings/Hearts of Iron (Jewel Case) - PC,9.99,0.0,1,5.0,4,4,0,0,0,0,4,4,2,0,0,0,2,0,1,1,0,"In Crusader Kings, Europe is in turmoil. Fragmented into petty fiefdoms, with Emperor and Pope fighting for control and the Scourge Of God riding down from the Russian steppes. In this chaos, the Pope makes a proclamation - All who fight for liberation of the Holy Land will be free of sin. * Organize a strong homeland defense - Muster the strongest army you can, then march forth* Amass prestige and piety -- then use it to coerce other monarchs and the Pope to follow your leadership* Increase
In Hearts Of Iron, you'll have the definitive World War II strategic experience. Travel across the world as you engage in major offensives of the Second World War. Battle your way through the years 1936-1947 and control the war that changed the world! * As a military commander, you'll take World War II to any front you choose * Forge alliances and make a stand against enemies, as you fight to decide if fascism, communism or democracy will sweep the world * Win key WWII battles or invent your",2,177
Guild Wars 2: The Path of Fire [Online Game Code],29.99,0.0,1,4.6,266,218,23,7,5,10,112,3,0,6,9,2017,6,5,0,1,0,"Guild Wars 2: Path of Fire
Free Guild Wars 2: Heart of Thorns
Living World: The Icebrood Saga
Max-Level Boost",4,20
WMS Slots Adventure: War for Olympus,6.0,1.99,0,3.7,85,44,11,7,2,18,43,12,0,0,0,0,1,1,1,1,0,"Experience all the exciting sights and sounds of real WMS Slots from the comfort of your own home
Unlock new and exciting slots as you progress through the game
Grow your bank roll as you put your luck to the test
Meet goals by getting achievements not seen on the casino floor
18 all new never before released slots",5,59
